dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.426876,16.855908,2.374590,2.199876,0.824888,-0.385945,5.997935
0.020000,7.469389,16.843366,2.418915,2.216219,0.817147,-0.387051,5.994716
0.020000,7.512172,16.830597,2.463563,2.232407,0.809410,-0.386858,5.991567
0.020000,7.555222,16.817602,2.508532,2.248440,0.801619,-0.389532,5.988492
0.020000,7.598536,16.804383,2.553818,2.264315,0.793758,-0.393049,5.985493
0.020000,7.642111,16.790944,2.599419,2.280034,0.785931,-0.391354,5.982574
0.020000,7.685945,16.777287,2.645331,2.295595,0.778062,-0.393448,5.979738
0.020000,7.730034,16.763414,2.691551,2.310998,0.770161,-0.395028,5.976986
0.020000,7.774376,16.749331,2.738075,2.326240,0.762107,-0.402731,5.974323
0.020000,7.818968,16.735039,2.784902,2.341325,0.754227,-0.394016,5.971752
0.020000,7.863808,16.720543,2.832027,2.356247,0.746117,-0.405467,5.969275
0.020000,7.908893,16.705846,2.879447,2.371010,0.738126,-0.399552,5.966895
0.020000,7.954222,16.690954,2.927159,2.385607,0.729889,-0.411844,5.964616
0.020000,7.999791,16.675869,2.975160,2.400044,0.721825,-0.403217,5.962440
0.020000,8.045599,16.660598,3.023446,2.414316,0.713590,-0.411760,5.960371
0.020000,8.091643,16.645145,3.072015,2.428422,0.705305,-0.414238,5.958411
0.020000,8.137922,16.629515,3.120862,2.442361,0.696967,-0.416922,5.956565
0.020000,8.184434,16.613713,3.169985,2.456132,0.688570,-0.419845,5.954834
0.020000,8.231177,16.597746,3.219379,2.469735,0.680109,-0.423035,5.953223
0.020000,8.278149,16.581619,3.269043,2.483166,0.671579,-0.426518,5.951734
0.020000,8.325349,16.565339,3.318971,2.496426,0.662972,-0.430313,5.950371
0.020000,8.372774,16.548912,3.369161,2.509511,0.654283,-0.434441,5.949136
0.020000,8.420425,16.532344,3.419610,2.522421,0.645502,-0.439098,5.948034
0.020000,8.468299,16.515644,3.470313,2.535153,0.636576,-0.446277,5.947067
0.020000,8.516394,16.498817,3.521267,2.547706,0.627660,-0.445784,5.946240
0.020000,8.564711,16.481873,3.572468,2.560077,0.618532,-0.456400,5.945554
0.020000,8.613247,16.464818,3.623914,2.572264,0.609374,-0.457897,5.945014
0.020000,8.662001,16.447660,3.675599,2.584265,0.600034,-0.467031,5.944624
0.020000,8.710973,16.430409,3.727521,2.596077,0.590623,-0.470525,5.944386
0.020000,8.760161,16.413073,3.779675,2.607699,0.581060,-0.478154,5.944305
0.020000,8.809565,16.395661,3.832057,2.619126,0.571367,-0.484663,5.944384
0.020000,8.859184,16.378182,3.884664,2.630357,0.561540,-0.491367,5.944627
